ID,PA,PB,PC,PD,PE,PF,PG
PR45581,587,298,167,100,64,43,30
PR45582,482,249,143,88,58,40,29
PR45583,575,292,164,99,63,42,30
PR45584,486,250,143,88,58,40,29
PR45585,580,294,165,99,63,42,30
PR45586,540,276,156,95,61,42,30
PR45587,552,281,159,96,62,42,30
PR45588,541,276,156,95,61,42,30
PR45589,519,266,151,92,60,41,30
PR45590,506,260,148,91,59,41,30
PR45591,506,260,148,91,59,41,30
PR45592,517,265,151,92,60,41,30
PR45593,523,268,152,93,60,41,30
PR45594,460,238,137,85,57,40,29
PR45595,503,258,147,90,59,41,30
PR45596,501,257,147,90,59,41,30
PR45597,453,235,136,85,57,40,29
PR45598,493,254,145,89,58,40,29
PR45599,532,272,154,94,61,42,30
PR45600,502,258,147,90,59,41,30
PR45601,492,253,145,89,58,40,29
PR45602,499,256,146,90,59,41,30
PR45603,555,283,160,97,62,42,30
PR45604,633,319,177,105,66,44,31
PR45605,593,300,168,101,64,43,30
PR45606,603,305,170,102,65,43,30
PR45607,516,264,150,92,60,41,30
PR45608,554,282,159,96,62,42,30
PR45609,554,282,159,96,62,42,30
PR45610,532,272,154,94,61,42,30
PR45611,541,276,156,95,61,42,30
PR45612,512,263,150,92,60,41,30
PR45613,509,261,149,91,59,41,30
PR45614,521,267,152,93,60,41,30
PR45615,508,261,149,91,59,41,30
PR45616,524,268,152,93,60,41,30
PR45617,497,256,146,90,59,41,30
PR45618,697,349,192,113,70,45,31
PR45619,685,343,189,111,69,45,31
PR45620,655,329,182,108,67,44,31
PR45621,573,291,164,99,63,42,30
PR45622,525,269,153,93,60,41,30
PR45623,536,274,155,94,61,42,30
PR45624,521,267,152,93,60,41,30
PR45625,512,263,150,92,60,41,30
PR45626,526,269,153,93,60,41,30
PR45627,538,275,156,95,61,42,30
PR45628,522,267,152,93,60,41,30
PR45629,451,234,135,84,56,39,29
PR45630,429,224,130,82,55,39,29
PR45631,428,223,130,82,55,39,29
PR45632,432,225,131,82,55,39,29
PR45633,484,249,143,88,58,40,29
PR45634,433,226,131,82,55,39,29
PR45635,488,251,144,89,58,40,29
PR45636,480,248,142,88,58,40,29
PR45637,490,252,144,89,58,40,29
PR45638,500,257,147,90,59,41,30
PR45639,520,266,151,92,60,41,30
PR45640,533,272,154,94,61,42,30
PR45641,519,266,151,92,60,41,30
PR45642,473,244,140,87,57,40,29
PR45643,449,233,135,84,56,39,29
PR45644,460,238,137,85,57,40,29
PR45645,442,230,133,83,56,39,29
PR45646,476,246,141,87,57,40,29
PR45647,469,242,139,86,57,40,29
PR45648,431,225,131,82,55,39,29
PR45649,429,224,130,82,55,39,29
PR45650,432,225,131,82,55,39,29
PR45651,462,239,138,86,57,40,29
PR45652,437,228,132,83,56,39,29
PR45653,423,221,129,81,55,39,29
PR45654,461,239,138,86,57,40,29
PR45655,436,227,132,83,56,39,29
PR45656,530,271,154,94,61,42,30
PR45657,540,276,156,95,61,42,30
PR45658,547,279,158,96,62,42,30
PR45659,529,270,153,93,60,41,30
PR45660,531,271,154,94,61,42,30
PR45661,537,274,155,94,61,42,30
PR45662,536,274,155,94,61,42,30
PR45663,537,274,155,94,61,42,30
PR45664,527,270,153,93,60,41,30
PR45665,549,280,158,96,62,42,30
PR45666,537,274,155,94,61,42,30
PR45667,538,275,156,95,61,42,30
PR45668,540,276,156,95,61,42,30
PR45669,546,278,157,95,61,42,30
PR45670,556,283,160,97,62,42,30
PR45671,525,269,153,93,60,41,30
PR45672,549,280,158,96,62,42,30
PR45673,546,278,157,95,61,42,30
PR45674,553,282,159,96,62,42,30
PR45675,532,272,154,94,61,42,30
PR45676,583,296,166,100,64,43,30
PR45677,617,312,174,104,66,44,31
PR45678,687,344,190,112,69,45,31
PR45679,656,330,183,108,67,44,31
PR45680,613,310,173,103,65,43,30
PR45681,598,303,169,101,64,43,30
PR45682,664,334,185,109,68,44,31
PR45683,619,313,174,104,66,44,31
PR45684,581,295,165,99,63,42,30
PR45685,583,296,166,100,64,43,30
PR45686,594,301,168,101,64,43,30
PR45687,536,274,155,94,61,42,30
PR45688,573,291,164,99,63,42,30
PR45689,468,242,139,86,57,40,29
PR45690,491,253,145,89,58,40,29
PR45691,531,271,154,94,61,42,30
PR45692,467,242,139,86,57,40,29
PR45693,456,236,136,85,57,40,29
PR45694,489,252,144,89,58,40,29
PR45695,558,284,160,97,62,42,30
PR45696,618,312,174,104,66,44,31
PR45697,546,278,157,95,61,42,30
PR45698,496,255,146,90,59,41,30
PR45699,503,258,147,90,59,41,30
PR45700,502,258,147,90,59,41,30
PR45701,610,308,172,103,65,43,30
PR45702,606,306,171,102,65,43,30
PR45703,527,270,153,93,60,41,30
PR45704,496,255,146,90,59,41,30
PR45705,457,237,137,85,57,40,29
PR45706,163,100,69,51,40,33,27
PR45707,19,32,35,34,32,29,26
PR45708,361,192,114,74,51,37,28
PR45709,362,193,115,74,51,37,28
PR45710,406,213,125,79,54,39,29
PR45711,556,283,160,97,62,42,30
PR45712,390,206,121,77,53,38,29
PR45713,467,242,139,86,57,40,29
PR45714,564,287,162,98,63,42,30
PR45715,378,200,118,76,52,38,29
PR45716,490,252,144,89,58,40,29
PR45717,549,280,158,96,62,42,30
PR45718,553,282,159,96,62,42,30
PR45719,540,276,156,95,61,42,30
PR45720,606,306,171,102,65,43,30
PR45721,529,270,153,93,60,41,30
PR45722,502,258,147,90,59,41,30
PR45723,537,274,155,94,61,42,30
PR45724,558,284,160,97,62,42,30
PR45725,515,264,150,92,60,41,30
PR45726,548,279,158,96,62,42,30
PR45727,548,279,158,96,62,42,30
PR45728,532,272,154,94,61,42,30
PR45729,468,242,139,86,57,40,29
PR45730,327,176,106,70,49,37,28
PR45731,483,249,143,88,58,40,29
PR45732,532,272,154,94,61,42,30
PR45733,504,259,148,91,59,41,30
PR45734,571,290,163,98,63,42,30
PR45735,509,261,149,91,59,41,30
PR45736,458,237,137,85,57,40,29
PR45737,489,252,144,89,58,40,29
PR45738,598,303,169,101,64,43,30
PR45739,194,114,75,54,42,34,27
PR45740,147,92,65,49,39,32,27
PR45741,278,153,95,64,47,36,28
PR45742,277,153,95,64,47,36,28
PR45743,522,267,152,93,60,41,30
PR45744,477,246,141,87,57,40,29
PR45745,479,247,142,88,58,40,29
PR45746,533,272,154,94,61,42,30
PR45747,614,310,173,103,65,43,30
PR45748,570,290,163,98,63,42,30
PR45749,579,294,165,99,63,42,30
PR45750,619,313,174,104,66,44,31
PR45751,627,316,176,105,66,44,31
PR45752,638,321,178,106,66,44,31
PR45753,667,335,185,109,68,44,31
PR45754,612,309,172,103,65,43,30
PR45755,660,332,184,109,68,44,31
PR45756,655,329,182,108,67,44,31
PR45757,690,346,191,113,70,45,31
PR45758,731,365,200,117,72,46,31
PR45759,715,357,196,115,71,46,31
PR45760,708,354,195,115,71,46,31
PR45761,723,361,198,116,71,46,31
PR45762,683,342,189,111,69,45,31
PR45763,699,350,193,114,70,45,31
PR45764,674,338,187,110,68,44,31
PR45765,676,339,187,110,68,44,31
PR45766,674,338,187,110,68,44,31
PR45767,683,342,189,111,69,45,31
PR45768,679,341,188,111,69,45,31
PR45769,701,351,193,114,70,45,31
PR45770,753,375,205,120,73,47,32
PR45771,775,385,210,122,74,47,32
PR45772,740,369,202,118,72,46,31
PR45773,769,383,209,122,74,47,32
PR45774,754,376,206,120,73,47,32
PR45775,776,386,211,123,75,47,32
PR45776,773,384,210,122,74,47,32
PR45777,802,398,217,126,76,48,32
PR45778,760,378,207,121,74,47,32
PR45779,786,390,213,124,75,47,32
PR45780,788,391,213,124,75,47,32
PR45781,770,383,209,122,74,47,32
PR45782,732,365,200,117,72,46,31
PR45783,685,343,189,111,69,45,31
PR45784,638,321,178,106,66,44,31
PR45785,642,323,179,106,66,44,31
PR45786,637,321,178,106,66,44,31
PR45787,616,311,173,103,65,43,30
PR45788,577,293,164,99,63,42,30
PR45789,565,287,162,98,63,42,30
PR45790,630,318,177,105,66,44,31
PR45791,627,316,176,105,66,44,31
PR45792,588,298,167,100,64,43,30
PR45793,620,313,174,104,66,44,31
PR45794,630,318,177,105,66,44,31
PR45795,655,329,182,108,67,44,31
PR45796,594,301,168,101,64,43,30
PR45797,601,304,170,102,65,43,30
PR45798,633,319,177,105,66,44,31
PR45799,633,319,177,105,66,44,31
PR45800,599,303,169,101,64,43,30
PR45801,651,327,181,107,67,44,31
PR45802,673,338,187,110,68,44,31
PR45803,690,346,191,113,70,45,31
PR45804,627,316,176,105,66,44,31
PR45805,631,318,177,105,66,44,31
PR45806,605,306,171,102,65,43,30
PR45807,493,254,145,89,58,40,29
PR45808,444,231,134,84,56,39,29
PR45809,526,269,153,93,60,41,30
PR45810,463,240,138,86,57,40,29
PR45811,563,286,161,97,62,42,30
PR45812,548,279,158,96,62,42,30
PR45813,553,282,159,96,62,42,30
PR45814,528,270,153,93,60,41,30
PR45815,577,293,164,99,63,42,30
PR45816,573,291,164,99,63,42,30
PR45817,560,285,161,97,62,42,30
PR45818,558,284,160,97,62,42,30
PR45819,549,280,158,96,62,42,30
PR45820,606,306,171,102,65,43,30
PR45821,661,332,184,109,68,44,31
PR45822,626,316,176,105,66,44,31
PR45823,650,327,181,107,67,44,31
PR45824,685,343,189,111,69,45,31
PR45825,707,354,195,115,71,46,31
PR45826,719,359,197,116,71,46,31
PR45827,718,359,197,116,71,46,31
PR45828,735,367,201,118,72,46,31
PR45829,838,415,225,130,78,49,32
PR45830,770,383,209,122,74,47,32
PR45831,789,392,214,124,75,47,32
PR45832,811,402,219,127,76,48,32
PR45833,756,376,206,120,73,47,32
PR45834,751,374,205,120,73,47,32
PR45835,672,337,186,110,68,44,31
PR45836,660,332,184,109,68,44,31
PR45837,657,330,183,108,67,44,31
PR45838,664,334,185,109,68,44,31
PR45839,647,326,181,107,67,44,31
PR45840,619,313,174,104,66,44,31
PR45841,550,280,158,96,62,42,30
PR45842,619,313,174,104,66,44,31
PR45843,578,293,164,99,63,42,30
PR45844,590,299,167,100,64,43,30
PR45845,526,269,153,93,60,41,30
PR45846,528,270,153,93,60,41,30
PR45847,529,270,153,93,60,41,30
PR45848,529,270,153,93,60,41,30
PR45849,530,271,154,94,61,42,30
PR45850,531,271,154,94,61,42,30
PR45851,591,299,167,100,64,43,30
PR45852,570,290,163,98,63,42,30
PR45853,553,282,159,96,62,42,30
PR45854,553,282,159,96,62,42,30
PR45855,523,268,152,93,60,41,30
PR45856,553,282,159,96,62,42,30
PR45857,587,298,167,100,64,43,30
PR45858,583,296,166,100,64,43,30
PR45859,566,288,162,98,63,42,30
PR45860,564,287,162,98,63,42,30
PR45861,564,287,162,98,63,42,30
PR45862,564,287,162,98,63,42,30
PR45863,530,271,154,94,61,42,30
PR45864,513,263,150,92,60,41,30
PR45865,564,287,162,98,63,42,30
PR45866,575,292,164,99,63,42,30
PR45867,538,275,156,95,61,42,30
PR45868,557,284,160,97,62,42,30
PR45869,582,295,165,99,63,42,30
PR45870,604,306,171,102,65,43,30
PR45871,625,315,175,104,66,44,31
PR45872,613,310,173,103,65,43,30
PR45873,662,333,184,109,68,44,31
PR45874,694,348,192,113,70,45,31
PR45875,681,341,188,111,69,45,31
PR45876,725,362,199,117,72,46,31
PR45877,636,320,178,106,66,44,31
PR45878,632,319,177,105,66,44,31
PR45879,730,364,200,117,72,46,31
PR45880,726,362,199,117,72,46,31
PR45881,665,334,185,109,68,44,31
PR45882,566,288,162,98,63,42,30
PR45883,533,272,154,94,61,42,30
PR45884,546,278,157,95,61,42,30
PR45885,529,270,153,93,60,41,30
PR45886,546,278,157,95,61,42,30
PR45887,507,260,148,91,59,41,30
PR45888,509,261,149,91,59,41,30
PR45889,557,284,160,97,62,42,30
PR45890,586,297,166,100,64,43,30
PR45891,603,305,170,102,65,43,30
PR45892,673,338,187,110,68,44,31
PR45893,567,288,162,98,63,42,30
PR45894,571,290,163,98,63,42,30
PR45895,571,290,163,98,63,42,30
PR45896,573,291,164,99,63,42,30
PR45897,602,305,170,102,65,43,30
PR45898,629,317,176,105,66,44,31
PR45899,598,303,169,101,64,43,30
PR45900,599,303,169,101,64,43,30
PR45901,624,315,175,104,66,44,31
PR45902,573,291,164,99,63,42,30
PR45903,578,293,164,99,63,42,30
PR45904,578,293,164,99,63,42,30
PR45905,546,278,157,95,61,42,30
PR45906,548,279,158,96,62,42,30
PR45907,560,285,161,97,62,42,30
PR45908,648,326,181,107,67,44,31
PR45909,600,304,170,102,65,43,30
PR45910,737,368,202,118,72,46,31
PR45911,754,376,206,120,73,47,32
PR45912,801,397,216,125,76,48,32
PR45913,739,369,202,118,72,46,31
PR45914,735,367,201,118,72,46,31
PR45915,658,331,183,108,67,44,31
PR45916,584,296,166,100,64,43,30
PR45917,520,266,151,92,60,41,30
PR45918,545,278,157,95,61,42,30
PR45919,499,256,146,90,59,41,30
PR45920,538,275,156,95,61,42,30
PR45921,416,218,127,80,54,39,29
PR45922,573,291,164,99,63,42,30
PR45923,567,288,162,98,63,42,30
PR45924,540,276,156,95,61,42,30
PR45925,586,297,166,100,64,43,30
PR45926,599,303,169,101,64,43,30
PR45927,604,306,171,102,65,43,30
PR45928,573,291,164,99,63,42,30
PR45929,630,318,177,105,66,44,31
PR45930,597,302,169,101,64,43,30
PR45931,612,309,172,103,65,43,30
PR45932,599,303,169,101,64,43,30
PR45933,546,278,157,95,61,42,30
PR45934,564,287,162,98,63,42,30
PR45935,559,285,161,97,62,42,30
PR45936,561,285,161,97,62,42,30
PR45937,574,292,164,99,63,42,30
PR45938,563,286,161,97,62,42,30
PR45939,587,298,167,100,64,43,30
PR45940,575,292,164,99,63,42,30
PR45941,593,300,168,101,64,43,30
PR45942,568,289,163,98,63,42,30
PR45943,618,312,174,104,66,44,31
PR45944,603,305,170,102,65,43,30
PR45945,685,343,189,111,69,45,31
PR45946,693,347,191,113,70,45,31
PR45947,639,322,179,106,66,44,31
PR45948,623,314,175,104,66,44,31
PR45949,614,310,173,103,65,43,30
PR45950,602,305,170,102,65,43,30
PR45951,642,323,179,106,66,44,31
PR45952,625,315,175,104,66,44,31
PR45953,640,322,179,106,66,44,31
PR45954,633,319,177,105,66,44,31
PR45955,652,328,182,108,67,44,31
PR45956,693,347,191,113,70,45,31
PR45957,661,332,184,109,68,44,31
PR45958,672,337,186,110,68,44,31
PR45959,691,346,191,113,70,45,31
PR45960,655,329,182,108,67,44,31
PR45961,655,329,182,108,67,44,31
PR45962,618,312,174,104,66,44,31
PR45963,707,354,195,115,71,46,31
PR45964,661,332,184,109,68,44,31
PR45965,651,327,181,107,67,44,31
PR45966,624,315,175,104,66,44,31
PR45967,626,316,176,105,66,44,31
PR45968,607,307,171,102,65,43,30
PR45969,578,293,164,99,63,42,30
PR45970,526,269,153,93,60,41,30
PR45971,522,267,152,93,60,41,30
PR45972,565,287,162,98,63,42,30
PR45973,552,281,159,96,62,42,30
PR45974,527,270,153,93,60,41,30
PR45975,526,269,153,93,60,41,30
PR45976,490,252,144,89,58,40,29
PR45977,513,263,150,92,60,41,30
PR45978,509,261,149,91,59,41,30
PR45979,521,267,152,93,60,41,30
PR45980,532,272,154,94,61,42,30
PR45981,495,255,146,90,59,41,30
PR45982,485,250,143,88,58,40,29
PR45983,450,234,135,84,56,39,29
PR45984,465,241,139,86,57,40,29
PR45985,420,220,128,81,55,39,29
PR45986,448,233,135,84,56,39,29
PR45987,416,218,127,80,54,39,29
PR45988,397,209,123,78,53,38,29
PR45989,378,200,118,76,52,38,29
PR45990,376,199,118,76,52,38,29
PR45991,376,199,118,76,52,38,29
PR45992,344,184,110,72,50,37,28
PR45993,344,184,110,72,50,37,28
PR45994,338,181,109,71,50,37,28
PR45995,338,181,109,71,50,37,28
PR45996,333,179,108,71,50,37,28
PR45997,333,179,108,71,50,37,28
PR45998,327,176,106,70,49,37,28
PR45999,327,176,106,70,49,37,28
PR46000,325,175,106,70,49,37,28
PR46001,355,189,113,73,51,37,28
PR46002,335,180,108,71,50,37,28
PR46003,344,184,110,72,50,37,28
PR46004,324,175,106,70,49,37,28
PR46005,321,173,105,69,49,37,28
PR46006,301,164,100,67,48,36,28
PR46007,297,162,99,66,47,36,28
PR46008,300,164,100,67,48,36,28
PR46009,295,161,99,66,47,36,28
PR46010,294,161,99,66,47,36,28
PR46011,287,158,97,65,47,36,28
PR46012,285,157,97,65,47,36,28
PR46013,281,155,96,65,47,36,28
PR46014,283,156,96,65,47,36,28
PR46015,279,154,95,64,47,36,28
PR46016,278,153,95,64,47,36,28
PR46017,302,165,101,67,48,36,28
PR46018,320,173,105,69,49,37,28
PR46019,296,162,99,66,47,36,28
PR46020,279,154,95,64,47,36,28
PR46021,269,149,93,63,46,35,28
PR46022,277,153,95,64,47,36,28
PR46023,252,141,89,61,45,35,28
PR46024,269,149,93,63,46,35,28
PR46025,255,143,90,62,46,35,28
PR46026,254,142,89,61,45,35,28
PR46027,294,161,99,66,47,36,28
PR46028,297,162,99,66,47,36,28
PR46029,261,145,91,62,46,35,28
PR46030,302,165,101,67,48,36,28
PR46031,408,214,125,79,54,39,29
PR46032,432,225,131,82,55,39,29
PR46033,420,220,128,81,55,39,29
PR46034,325,175,106,70,49,37,28
PR46035,343,184,110,72,50,37,28
PR46036,355,189,113,73,51,37,28
PR46037,427,223,130,82,55,39,29
PR46038,434,226,131,82,55,39,29
PR46039,418,219,128,81,55,39,29
PR46040,436,227,132,83,56,39,29
PR46041,470,243,140,87,57,40,29
PR46042,480,248,142,88,58,40,29
PR46043,489,252,144,89,58,40,29
PR46044,487,251,144,89,58,40,29
PR46045,475,245,141,87,57,40,29
PR46046,509,261,149,91,59,41,30
PR46047,531,271,154,94,61,42,30
PR46048,541,276,156,95,61,42,30
PR46049,504,259,148,91,59,41,30
PR46050,516,264,150,92,60,41,30
PR46051,563,286,161,97,62,42,30
PR46052,564,287,162,98,63,42,30
PR46053,596,302,169,101,64,43,30
PR46054,526,269,153,93,60,41,30
PR46055,586,297,166,100,64,43,30
PR46056,593,300,168,101,64,43,30
PR46057,575,292,164,99,63,42,30
PR46058,612,309,172,103,65,43,30
PR46059,614,310,173,103,65,43,30
PR46060,636,320,178,106,66,44,31
PR46061,652,328,182,108,67,44,31
PR46062,664,334,185,109,68,44,31
PR46063,634,320,178,106,66,44,31
PR46064,607,307,171,102,65,43,30
PR46065,566,288,162,98,63,42,30
PR46066,575,292,164,99,63,42,30
PR46067,516,264,150,92,60,41,30
PR46068,528,270,153,93,60,41,30
PR46069,503,258,147,90,59,41,30
PR46070,407,214,125,79,54,39,29
PR46071,477,246,141,87,57,40,29
PR46072,367,195,116,75,52,38,29
PR46073,244,137,87,60,45,35,28
PR46074,-43,3,20,27,29,28,25
PR46075,276,152,94,64,47,36,28
PR46076,412,216,126,80,54,39,29
PR46077,327,176,106,70,49,37,28
PR46078,337,181,109,71,50,37,28
PR46079,382,202,119,76,52,38,29
PR46080,457,237,137,85,57,40,29
PR46081,491,253,145,89,58,40,29
PR46082,349,186,111,72,50,37,28
PR46083,488,251,144,89,58,40,29
PR46084,541,276,156,95,61,42,30
PR46085,556,283,160,97,62,42,30
PR46086,595,301,168,101,64,43,30
PR46087,601,304,170,102,65,43,30
PR46088,518,265,151,92,60,41,30
PR46089,484,249,143,88,58,40,29
PR46090,492,253,145,89,58,40,29
PR46091,407,214,125,79,54,39,29
PR46092,410,215,126,80,54,39,29
PR46093,400,210,123,78,53,38,29
PR46094,393,207,122,78,53,38,29
PR46095,390,206,121,77,53,38,29
PR46096,388,205,121,77,53,38,29
PR46097,383,202,119,76,52,38,29
PR46098,405,213,125,79,54,39,29
PR46099,545,278,157,95,61,42,30
PR46100,493,254,145,89,58,40,29
PR46101,478,247,142,88,58,40,29
PR46102,450,234,135,84,56,39,29
PR46103,472,244,140,87,57,40,29
PR46104,442,230,133,83,56,39,29
PR46105,470,243,140,87,57,40,29
PR46106,378,200,118,76,52,38,29
PR46107,424,221,129,81,55,39,29
PR46108,351,187,112,73,51,37,28
PR46109,368,195,116,75,52,38,29
PR46110,394,207,122,78,53,38,29
PR46111,381,201,119,76,52,38,29
PR46112,456,236,136,85,57,40,29
PR46113,637,321,178,106,66,44,31
PR46114,558,284,160,97,62,42,30
PR46115,552,281,159,96,62,42,30
PR46116,570,290,163,98,63,42,30
PR46117,600,304,170,102,65,43,30
PR46118,574,292,164,99,63,42,30
PR46119,581,295,165,99,63,42,30
PR46120,660,332,184,109,68,44,31
PR46121,636,320,178,106,66,44,31
PR46122,630,318,177,105,66,44,31
PR46123,577,293,164,99,63,42,30
PR46124,601,304,170,102,65,43,30
PR46125,570,290,163,98,63,42,30
PR46126,168,102,69,51,40,33,27
PR46127,32,38,38,36,33,30,26
PR46128,359,191,114,74,51,37,28
PR46129,406,213,125,79,54,39,29
PR46130,444,231,134,84,56,39,29
PR46131,498,256,146,90,59,41,30
PR46132,509,261,149,91,59,41,30
PR46133,476,246,141,87,57,40,29
PR46134,514,263,150,92,60,41,30
PR46135,506,260,148,91,59,41,30
PR46136,457,237,137,85,57,40,29
PR46137,441,229,133,83,56,39,29
PR46138,370,196,116,75,52,38,29
PR46139,368,195,116,75,52,38,29
PR46140,364,193,115,74,51,37,28
PR46141,430,224,130,82,55,39,29
PR46142,472,244,140,87,57,40,29
PR46143,492,253,145,89,58,40,29
PR46144,505,259,148,91,59,41,30
PR46145,482,249,143,88,58,40,29
PR46146,456,236,136,85,57,40,29
PR46147,521,267,152,93,60,41,30
PR46148,510,262,149,91,59,41,30
PR46149,479,247,142,88,58,40,29
PR46150,486,250,143,88,58,40,29
PR46151,473,244,140,87,57,40,29
PR46152,422,221,129,81,55,39,29
PR46153,407,214,125,79,54,39,29
PR46154,424,221,129,81,55,39,29
PR46155,453,235,136,85,57,40,29
PR46156,366,194,115,74,51,37,28
PR46157,361,192,114,74,51,37,28
PR46158,375,199,118,76,52,38,29
PR46159,445,231,134,84,56,39,29
PR46160,407,214,125,79,54,39,29
PR46161,402,211,124,79,54,39,29
PR46162,387,204,120,77,53,38,29
PR46163,386,204,120,77,53,38,29
PR46164,407,214,125,79,54,39,29
PR46165,429,224,130,82,55,39,29
PR46166,463,240,138,86,57,40,29
PR46167,428,223,130,82,55,39,29
PR46168,401,211,124,79,54,39,29
PR46169,390,206,121,77,53,38,29
PR46170,369,196,116,75,52,38,29
PR46171,357,190,113,73,51,37,28
PR46172,365,194,115,74,51,37,28
PR46173,376,199,118,76,52,38,29
PR46174,386,204,120,77,53,38,29
PR46175,400,210,123,78,53,38,29
PR46176,425,222,129,81,55,39,29
PR46177,471,243,140,87,57,40,29
PR46178,516,264,150,92,60,41,30
PR46179,656,330,183,108,67,44,31
PR46180,555,283,160,97,62,42,30
PR46181,588,298,167,100,64,43,30
PR46182,563,286,161,97,62,42,30
PR46183,565,287,162,98,63,42,30
PR46184,560,285,161,97,62,42,30
PR46185,574,292,164,99,63,42,30
PR46186,543,277,157,95,61,42,30
PR46187,637,321,178,106,66,44,31
PR46188,627,316,176,105,66,44,31
PR46189,631,318,177,105,66,44,31
PR46190,635,320,178,106,66,44,31
PR46191,591,299,167,100,64,43,30
PR46192,570,290,163,98,63,42,30
PR46193,618,312,174,104,66,44,31
PR46194,580,294,165,99,63,42,30
PR46195,370,196,116,75,52,38,29
PR46196,399,210,123,78,53,38,29
PR46197,391,206,121,77,53,38,29
PR46198,656,330,183,108,67,44,31
PR46199,637,321,178,106,66,44,31
PR46200,628,317,176,105,66,44,31
PR46201,675,339,187,110,68,44,31
PR46202,638,321,178,106,66,44,31
PR46203,644,324,180,107,67,44,31
PR46204,602,305,170,102,65,43,30
PR46205,607,307,171,102,65,43,30
PR46206,588,298,167,100,64,43,30
PR46207,563,286,161,97,62,42,30
PR46208,566,288,162,98,63,42,30
PR46209,583,296,166,100,64,43,30
PR46210,527,270,153,93,60,41,30
PR46211,606,306,171,102,65,43,30
PR46212,611,309,172,103,65,43,30
PR46213,634,320,178,106,66,44,31
PR46214,586,297,166,100,64,43,30
PR46215,592,300,168,101,64,43,30
PR46216,616,311,173,103,65,43,30
PR46217,548,279,158,96,62,42,30
PR46218,574,292,164,99,63,42,30
PR46219,604,306,171,102,65,43,30
PR46220,598,303,169,101,64,43,30
PR46221,626,316,176,105,66,44,31
PR46222,624,315,175,104,66,44,31
PR46223,592,300,168,101,64,43,30
PR46224,577,293,164,99,63,42,30
PR46225,492,253,145,89,58,40,29
PR46226,472,244,140,87,57,40,29
PR46227,598,303,169,101,64,43,30
PR46228,550,280,158,96,62,42,30
PR46229,578,293,164,99,63,42,30
PR46230,579,294,165,99,63,42,30
PR46231,563,286,161,97,62,42,30
PR46232,561,285,161,97,62,42,30
PR46233,606,306,171,102,65,43,30
PR46234,557,284,160,97,62,42,30
PR46235,554,282,159,96,62,42,30
PR46236,519,266,151,92,60,41,30
PR46237,537,274,155,94,61,42,30
PR46238,529,270,153,93,60,41,30
PR46239,531,271,154,94,61,42,30
PR46240,552,281,159,96,62,42,30
PR46241,443,230,133,83,56,39,29
PR46242,417,218,127,80,54,39,29
PR46243,501,257,147,90,59,41,30
PR46244,436,227,132,83,56,39,29
PR46245,401,211,124,79,54,39,29
PR46246,433,226,131,82,55,39,29
PR46247,436,227,132,83,56,39,29
PR46248,482,249,143,88,58,40,29
PR46249,500,257,147,90,59,41,30
PR46250,520,266,151,92,60,41,30
PR46251,516,264,150,92,60,41,30
PR46252,483,249,143,88,58,40,29
PR46253,448,233,135,84,56,39,29
PR46254,505,259,148,91,59,41,30
PR46255,379,200,118,76,52,38,29
PR46256,310,168,102,68,48,36,28
PR46257,255,143,90,62,46,35,28
PR46258,229,130,83,58,44,34,27
PR46259,442,230,133,83,56,39,29
PR46260,467,242,139,86,57,40,29
PR46261,460,238,137,85,57,40,29
PR46262,488,251,144,89,58,40,29
PR46263,424,221,129,81,55,39,29
PR46264,402,211,124,79,54,39,29
PR46265,405,213,125,79,54,39,29
PR46266,393,207,122,78,53,38,29
PR46267,428,223,130,82,55,39,29
PR46268,457,237,137,85,57,40,29
PR46269,464,240,138,86,57,40,29
PR46270,410,215,126,80,54,39,29
PR46271,248,139,88,61,45,35,28
PR46272,353,188,112,73,51,37,28
PR46273,366,194,115,74,51,37,28
PR46274,383,202,119,76,52,38,29
PR46275,455,236,136,85,57,40,29
PR46276,470,243,140,87,57,40,29
PR46277,473,244,140,87,57,40,29
PR46278,509,261,149,91,59,41,30
PR46279,528,270,153,93,60,41,30
PR46280,507,260,148,91,59,41,30
PR46281,540,276,156,95,61,42,30
PR46282,557,284,160,97,62,42,30
PR46283,550,280,158,96,62,42,30
PR46284,559,285,161,97,62,42,30
PR46285,554,282,159,96,62,42,30
PR46286,557,284,160,97,62,42,30
PR46287,588,298,167,100,64,43,30
PR46288,497,256,146,90,59,41,30
PR46289,499,256,146,90,59,41,30
PR46290,510,262,149,91,59,41,30
PR46291,255,143,90,62,46,35,28
PR46292,234,133,85,59,44,34,27
PR46293,224,128,82,58,44,34,27
PR46294,206,120,78,56,43,34,27
PR46295,194,114,75,54,42,34,27
PR46296,138,88,63,48,39,32,27
PR46297,98,69,53,43,37,32,27
PR46298,123,81,59,46,38,32,27
PR46299,87,64,51,42,36,31,26
PR46300,75,59,48,41,36,31,26
PR46301,96,68,53,43,37,32,27
PR46302,162,99,68,51,40,33,27
PR46303,79,60,49,41,36,31,26
PR46304,54,49,43,38,34,30,26
PR46305,2,24,31,32,31,29,26
PR46306,-14,17,27,30,30,29,26
PR46307,-31,9,23,28,29,28,25
PR46308,-32,9,23,28,29,28,25
PR46309,-94,-19,9,21,26,27,25
PR46310,-19,15,26,30,30,29,26
PR46311,-44,3,20,27,29,28,25
PR46312,-52,0,19,26,28,28,25
PR46313,40,42,40,37,34,30,26
PR46314,341,183,110,72,50,37,28
PR46315,404,212,124,79,54,39,29
