ID,PA,PB,PC,PD,PE,PF,PG
PR44088,471,250,148,95,65,47,36
PR44089,542,286,168,107,73,53,40
PR44090,540,286,168,108,74,53,40
PR44091,421,221,130,83,57,41,31
PR44092,560,296,174,111,76,55,41
PR44093,550,292,172,110,75,54,41
PR44094,540,285,168,107,73,53,39
PR44095,598,316,186,119,81,58,44
PR44096,563,294,172,109,74,53,40
PR44097,634,333,195,124,84,60,45
PR44098,495,258,150,95,64,46,34
PR44099,596,313,183,117,79,57,42
PR44100,551,289,169,108,73,53,39
PR44101,568,298,174,111,75,54,40
PR44102,508,264,153,97,66,47,35
PR44103,641,335,195,124,84,60,45
PR44104,545,284,165,105,71,51,38
PR44105,536,279,162,102,69,49,37
PR44106,400,208,121,77,52,37,28
PR44107,798,417,243,154,104,74,55
PR44108,549,291,171,110,75,54,41
PR44109,684,360,211,134,91,65,49
PR44110,603,318,187,119,81,58,44
PR44111,645,342,201,129,88,63,47
PR44112,538,286,169,109,75,54,41
PR44113,614,326,192,123,84,60,45
PR44114,631,330,192,122,83,59,44
PR44115,505,266,156,100,68,49,37
PR44116,562,296,174,111,76,54,41
PR44117,642,336,196,125,85,61,45
PR44118,583,305,178,113,77,55,41
PR44119,588,307,179,114,77,55,41
PR44120,480,252,148,94,64,46,34
PR44121,448,235,138,88,60,43,32
PR44122,536,280,163,104,70,50,38
PR44123,455,240,141,90,62,44,33
PR44124,443,230,134,85,58,41,31
PR44125,423,222,130,83,57,41,31
PR44126,377,200,118,76,52,38,28
PR44127,321,167,97,62,42,30,23
PR44128,403,210,122,78,53,38,28
PR44129,293,156,93,60,41,30,23
PR44130,318,169,100,65,45,33,25
PR44131,320,171,102,66,46,33,25
PR44132,278,150,90,59,41,30,23
PR44133,311,166,99,64,44,32,24
PR44134,256,139,84,55,38,28,22
PR44135,230,126,77,51,36,27,21
PR44136,215,118,72,48,34,25,19
PR44137,296,159,95,62,43,31,24
PR44138,288,155,93,61,42,31,24
PR44139,381,203,121,78,54,39,30
PR44140,232,127,77,51,36,26,20
PR44141,279,145,85,54,37,27,20
PR44142,168,89,53,34,24,17,13
PR44143,344,186,112,73,51,37,28
PR44144,385,205,121,78,54,39,29
PR44145,806,417,241,152,102,73,54
PR44146,741,384,222,140,94,67,50
PR44147,674,347,200,125,84,60,44
PR44148,260,141,85,56,39,29,22
PR44149,290,154,91,59,41,30,23
PR44150,239,130,79,52,36,27,21
PR44151,243,132,80,52,37,27,21
PR44152,233,127,77,51,36,26,20
PR44153,158,90,57,39,28,21,17
PR44154,175,98,61,41,29,22,17
PR44155,160,91,57,39,28,21,16
PR44156,163,92,58,39,28,21,16
PR44157,200,110,67,44,31,23,18
PR44158,344,183,109,70,48,35,27
PR44159,222,122,74,49,34,25,19
PR44160,303,162,96,62,43,31,24
PR44161,226,124,75,49,34,25,19
PR44162,319,170,101,65,45,33,25
PR44163,271,147,89,58,40,29,22
PR44164,321,173,104,67,47,34,26
PR44165,441,232,136,87,59,42,32
PR44166,364,193,114,73,50,36,27
PR44167,428,225,132,84,57,41,31
PR44168,731,383,223,142,96,69,51
PR44169,675,353,206,131,89,63,47
PR44170,576,301,175,111,75,54,40
PR44171,659,343,200,127,86,61,46
PR44172,558,292,170,108,73,52,39
PR44173,578,299,173,109,74,52,39
PR44174,526,276,162,103,70,50,38
PR44175,528,275,160,101,69,49,37
PR44176,434,228,134,85,58,42,31
PR44177,403,213,126,81,55,40,30
PR44178,627,329,192,122,83,59,44
PR44179,551,288,168,107,72,52,39
PR44180,603,315,184,117,79,57,42
PR44181,615,323,189,120,82,59,44
PR44182,515,270,158,101,69,49,37
PR44183,325,171,101,65,45,32,24
PR44184,294,156,92,59,41,30,22
PR44185,291,155,92,59,41,30,23
PR44186,254,132,77,49,34,24,18
PR44187,407,212,124,79,54,39,29
PR44188,312,165,97,62,43,31,23
PR44189,296,158,94,61,42,31,23
PR44190,309,165,98,63,44,32,24
PR44191,312,165,97,62,43,31,23
PR44192,190,106,66,44,31,23,18
PR44193,151,86,54,37,27,20,16
PR44194,175,98,61,41,29,22,17
PR44195,168,95,59,40,29,22,17
PR44196,157,89,56,38,27,21,16
PR44197,156,89,56,38,27,21,16
PR44198,407,216,128,82,56,41,31
PR44199,362,192,113,73,50,36,27
PR44200,472,247,144,92,62,45,33
PR44201,600,314,183,116,79,56,42
PR44202,564,294,171,108,73,52,39
PR44203,660,343,199,126,85,61,45
PR44204,705,370,216,137,93,67,50
PR44205,630,328,190,120,81,58,43
PR44206,655,344,201,128,87,62,46
PR44207,744,387,224,142,96,68,51
PR44208,732,380,220,139,94,67,50
PR44209,620,324,189,120,81,58,43
PR44210,617,321,186,118,80,57,42
PR44211,422,226,135,87,60,44,33
PR44212,452,238,140,89,61,44,33
PR44213,321,172,102,66,45,33,25
PR44214,680,355,207,131,89,64,47
PR44215,749,392,229,145,98,70,52
PR44216,584,309,182,116,79,57,43
PR44217,799,414,239,151,102,72,53
PR44218,670,351,205,130,88,63,47
PR44219,726,375,216,136,91,65,48
PR44220,598,314,184,117,80,57,43
PR44221,643,335,195,123,83,59,44
PR44222,617,323,189,120,82,58,44
PR44223,700,363,210,133,90,64,47
PR44224,622,325,190,121,82,59,44
PR44225,505,265,155,99,67,48,36
PR44226,487,254,148,94,64,46,34
PR44227,551,287,167,106,72,51,38
PR44228,364,190,111,71,48,35,26
PR44229,428,222,129,82,55,40,30
PR44230,429,225,132,84,57,41,31
PR44231,375,198,117,75,51,37,28
PR44232,398,208,121,77,52,37,28
PR44233,433,226,132,84,57,41,31
PR44234,348,183,107,68,47,34,25
PR44235,343,181,107,69,47,34,26
PR44236,288,153,91,59,41,30,23
PR44237,300,156,91,58,40,29,22
PR44238,359,188,110,70,48,34,26
PR44239,306,162,96,62,43,31,23
PR44240,299,160,95,62,43,31,24
PR44241,212,110,64,41,28,20,15
PR44242,333,175,103,66,45,33,25
PR44243,553,289,169,107,73,52,39
PR44244,679,352,204,129,87,62,46
PR44245,247,135,82,54,38,28,22
PR44246,247,134,81,53,37,27,21
PR44247,548,284,164,103,70,50,37
PR44248,715,370,214,135,91,65,48
PR44249,540,284,167,106,72,52,39
PR44250,638,334,195,124,84,60,45
PR44251,891,461,266,167,112,80,59
PR44252,691,362,211,134,91,65,48
PR44253,828,428,247,155,104,74,55
PR44254,682,358,209,133,90,65,48
PR44255,882,457,264,166,112,79,59
PR44256,637,334,195,124,84,60,45
PR44257,612,321,187,119,81,58,43
PR44258,731,381,221,140,95,68,50
PR44259,599,316,185,118,81,58,43
PR44260,699,365,213,135,91,65,48
PR44261,654,344,202,129,88,63,47
PR44262,700,366,213,135,92,66,49
PR44263,509,267,156,99,68,49,36
PR44264,493,260,153,98,67,48,36
PR44265,446,236,139,89,61,44,33
PR44266,501,260,151,96,65,46,35
PR44267,354,187,110,71,49,35,27
PR44268,348,184,109,70,48,35,26
PR44269,410,217,128,82,56,41,31
PR44270,435,230,136,87,60,43,33
PR44271,364,193,114,73,50,36,27
PR44272,412,216,127,81,55,40,30
PR44273,352,187,111,71,49,36,27
PR44274,384,204,121,78,54,39,29
PR44275,371,197,117,75,52,38,28
PR44276,386,202,118,75,51,37,28
PR44277,302,161,96,62,43,31,24
PR44278,255,138,83,54,38,28,21
PR44279,443,235,139,89,61,44,33
PR44280,370,198,118,76,53,38,29
PR44281,261,142,86,56,39,29,22
PR44282,249,136,83,55,39,29,22
PR44283,330,178,107,70,49,36,27
PR44284,458,242,143,92,63,45,34
PR44285,459,240,140,89,60,43,32
PR44286,810,419,242,152,102,72,54
PR44287,777,407,238,151,103,73,55
PR44288,591,310,181,115,78,56,42
PR44289,721,375,218,138,93,66,49
PR44290,637,332,193,122,83,59,44
PR44291,713,375,220,140,95,68,51
PR44292,846,440,255,161,109,78,58
PR44293,515,270,158,101,69,49,37
PR44294,333,177,105,68,47,34,26
PR44295,310,164,97,62,43,31,23
PR44296,430,228,135,87,60,43,33
PR44297,315,166,98,63,43,31,24
PR44298,394,208,123,79,54,39,29
PR44299,405,215,127,82,56,41,31
PR44300,333,174,102,65,44,32,24
PR44301,379,200,118,76,52,38,28
PR44302,315,167,99,64,44,32,24
PR44303,308,164,97,63,43,31,24
PR44304,307,164,98,63,44,32,24
PR44305,272,146,87,57,39,29,22
PR44306,268,144,86,56,39,28,22
PR44307,306,163,97,63,43,32,24
PR44308,378,200,118,76,52,38,29
PR44309,318,172,103,67,47,34,26
PR44310,344,186,112,73,51,37,28
PR44311,199,110,68,45,32,24,18
PR44312,214,117,71,47,33,24,19
PR44313,332,178,107,69,48,35,27
PR44314,247,134,81,53,37,27,21
PR44315,347,186,111,72,50,36,28
PR44316,357,187,110,70,48,35,26
PR44317,393,208,123,79,54,39,29
PR44318,411,217,128,82,56,40,30
PR44319,503,264,155,99,67,48,36
PR44320,410,216,127,81,55,40,30
PR44321,453,239,141,90,62,44,33
PR44322,475,249,145,92,63,45,34
PR44323,479,253,149,95,65,47,35
PR44324,510,266,155,98,66,47,35
PR44325,457,240,141,90,61,44,33
PR44326,541,282,164,104,70,50,37
PR44327,443,235,139,89,61,44,33
PR44328,516,271,159,101,69,49,37
PR44329,940,487,282,178,120,85,63
PR44330,767,399,232,147,99,71,53
PR44331,604,316,184,117,79,57,42
PR44332,701,365,212,134,91,65,48
PR44333,653,340,197,125,84,60,45
PR44334,749,393,230,146,99,71,53
PR44335,643,339,199,127,87,62,47
PR44336,749,389,226,143,97,69,51
PR44337,641,335,195,124,84,60,45
PR44338,578,304,178,114,78,56,42
PR44339,524,275,161,103,70,50,38
PR44340,628,327,190,120,81,58,43
PR44341,577,303,177,113,77,55,41
PR44342,567,299,176,113,77,55,41
PR44343,628,328,191,121,82,59,44
PR44344,617,322,188,119,81,58,43
PR44345,475,251,148,95,65,47,35
PR44346,492,258,151,96,66,47,35
PR44347,534,279,163,104,71,51,38
PR44348,410,217,129,83,57,41,31
PR44349,369,194,114,73,50,36,27
PR44350,371,195,115,73,50,36,27
PR44351,440,230,134,85,58,42,31
PR44352,397,207,121,77,52,38,28
PR44353,380,200,118,75,52,37,28
PR44354,413,218,129,83,57,41,31
PR44355,355,189,112,72,50,36,27
PR44356,241,126,74,47,32,23,18
PR44357,427,227,134,86,59,43,32
PR44358,430,229,136,88,60,44,33
PR44359,437,231,136,87,60,43,32
PR44360,369,194,114,73,50,36,27
PR44361,349,184,108,69,47,34,26
PR44362,395,209,123,79,54,39,29
PR44363,421,223,132,85,58,42,32
PR44364,451,238,140,90,62,45,34
PR44365,426,225,133,85,58,42,32
PR44366,404,213,125,80,55,40,30
PR44367,404,213,125,80,55,40,30
PR44368,420,222,131,84,58,42,32
PR44369,398,211,125,80,55,40,30
PR44370,368,195,115,74,51,37,28
PR44371,314,168,100,65,45,33,25
PR44372,431,225,131,83,57,41,31
PR44373,375,199,118,76,52,38,29
PR44374,449,238,141,91,62,45,34
PR44375,477,250,146,93,63,45,34
PR44376,370,197,117,75,52,38,28
PR44377,408,215,127,81,56,40,30
PR44378,531,280,164,105,72,52,39
PR44379,442,234,138,88,60,43,32
PR44380,567,294,170,107,72,51,38
PR44381,435,230,135,87,59,43,32
PR44382,422,223,132,85,58,42,32
PR44383,467,245,143,91,62,44,33
PR44384,389,207,123,79,54,39,30
PR44385,527,276,161,102,69,50,37
PR44386,407,215,126,81,55,40,30
PR44387,611,318,185,117,79,56,42
PR44388,590,308,179,114,77,55,41
PR44389,664,345,200,126,85,61,45
PR44390,831,428,246,154,103,73,54
PR44391,685,357,207,131,89,63,47
PR44392,422,222,131,84,57,41,31
PR44393,473,247,144,92,62,45,33
PR44394,462,242,142,90,61,44,33
PR44395,450,238,141,90,62,45,34
PR44396,387,203,119,76,52,37,28
PR44397,323,173,103,67,46,34,26
PR44398,314,167,99,64,44,32,24
PR44399,313,167,99,64,44,32,24
PR44400,319,170,101,65,45,33,25
PR44401,394,210,125,81,56,41,31
PR44402,376,199,117,75,52,37,28
PR44403,385,204,121,78,54,39,29
PR44404,394,209,124,80,55,40,30
PR44405,238,131,80,53,37,28,21
PR44406,309,167,101,66,46,34,26
PR44407,382,205,123,80,55,40,30
PR44408,325,172,102,66,45,33,25
PR44409,396,210,124,80,55,40,30
PR44410,498,262,154,98,67,48,36
PR44411,512,271,160,103,70,51,38
PR44412,529,281,166,107,73,53,40
PR44413,539,284,167,107,73,52,39
PR44414,568,298,174,111,75,54,40
PR44415,587,308,180,114,78,56,42
PR44416,499,262,153,97,66,47,35
PR44417,526,273,159,100,68,48,36
PR44418,622,323,187,118,80,57,42
PR44419,712,369,213,134,90,64,47
PR44420,701,365,212,134,91,65,48
PR44421,703,364,210,132,89,63,47
PR44422,630,329,192,122,83,59,44
PR44423,702,364,211,133,90,64,47
PR44424,613,321,187,119,81,58,43
PR44425,874,451,260,163,110,78,58
PR44426,742,386,224,142,96,68,51
PR44427,822,425,245,154,104,74,55
PR44428,796,412,238,150,101,72,53
PR44429,567,298,174,111,75,54,40
PR44430,762,396,230,145,98,70,52
PR44431,590,309,181,115,78,56,42
PR44432,768,397,229,144,97,69,51
PR44433,661,346,202,128,87,62,46
PR44434,799,413,238,150,101,72,53
PR44435,618,325,190,121,82,59,44
PR44436,522,275,162,104,71,51,38
PR44437,651,340,198,126,85,61,45
PR44438,529,279,164,105,72,52,39
PR44439,578,303,177,113,77,55,41
PR44440,579,303,177,113,77,55,41
PR44441,482,254,149,95,65,47,35
PR44442,477,249,145,92,63,45,34
PR44443,491,258,151,96,66,47,35
PR44444,404,214,126,81,56,40,30
PR44445,391,207,122,78,54,39,29
PR44446,462,241,141,90,61,44,33
PR44447,430,226,133,85,58,42,31
PR44448,373,198,117,75,52,37,28
PR44449,340,181,107,69,48,35,26
PR44450,375,197,116,74,51,37,28
PR44451,311,165,98,63,43,31,24
PR44452,296,158,94,61,42,31,23
PR44453,303,159,94,60,41,30,23
PR44454,293,157,94,61,42,31,24
PR44455,294,158,95,62,43,32,24
PR44456,240,131,79,52,36,27,21
PR44457,459,248,149,97,67,49,37
PR44458,479,257,154,100,69,50,38
PR44459,493,264,158,102,70,51,39
PR44460,487,260,155,100,69,50,38
PR44461,478,251,147,94,64,46,35
PR44462,382,201,118,76,52,37,28
PR44463,378,200,118,76,52,38,29
PR44464,340,182,109,71,49,36,27
PR44465,243,132,80,52,37,27,21
PR44466,254,138,83,54,38,28,21
PR44467,284,154,93,61,43,31,24
PR44468,243,133,81,53,37,28,21
PR44469,197,110,68,45,32,24,19
PR44470,271,148,90,59,41,30,23
PR44471,311,168,101,66,46,34,26
PR44472,381,204,121,78,54,39,30
PR44473,581,297,170,106,71,50,37
PR44474,529,275,160,101,68,49,36
PR44475,694,360,208,131,88,63,47
PR44476,659,341,197,124,83,59,44
PR44477,677,353,205,130,88,63,47
PR44478,614,318,184,116,78,55,41
PR44479,360,199,122,81,57,42,32
PR44480,299,168,105,70,50,37,29
PR44481,383,208,126,82,57,42,32
PR44482,411,223,135,88,61,45,34
PR44483,389,210,126,82,57,42,32
PR44484,183,102,63,42,30,22,17
PR44485,232,128,79,52,37,27,21
PR44486,272,149,91,60,42,31,24
PR44487,225,125,77,51,36,27,21
PR44488,170,96,60,40,29,22,17
PR44489,149,85,54,37,27,20,16
PR44490,251,137,84,55,39,29,22
PR44491,328,177,106,69,48,35,27
PR44492,495,260,152,97,66,47,35
PR44493,520,276,163,105,72,52,39
PR44494,550,288,168,107,73,52,39
PR44495,543,285,167,106,72,52,39
PR44496,532,277,161,102,69,49,37
PR44497,512,267,155,98,66,47,35
PR44498,591,303,174,109,73,52,38
PR44499,532,278,162,103,70,50,37
PR44500,529,271,155,97,65,46,34
PR44501,468,245,143,91,62,44,33
PR44502,789,406,233,146,98,69,51
PR44503,748,385,221,138,93,66,48
PR44504,667,344,198,124,83,59,44
PR44505,682,352,203,127,85,60,45
PR44506,718,371,214,134,90,64,47
PR44507,779,400,229,143,96,68,50
PR44508,735,379,218,137,92,65,48
PR44509,646,331,190,119,80,56,42
PR44510,748,385,221,139,93,66,49
PR44511,567,294,170,107,72,51,38
PR44512,484,251,146,92,62,44,33
PR44513,590,305,176,111,75,53,39
PR44514,413,216,126,80,54,39,29
PR44515,514,265,153,96,65,46,34
PR44516,496,260,152,97,66,47,35
PR44517,511,264,152,96,65,46,34
PR44518,434,228,133,85,58,42,31
PR44519,363,191,112,72,49,35,27
PR44520,395,208,122,78,53,38,29
PR44521,302,162,96,62,43,31,24
PR44522,405,212,124,79,54,39,29
PR44523,323,171,101,65,45,32,24
PR44524,326,173,102,66,45,33,25
PR44525,316,167,98,63,43,31,23
PR44526,276,147,87,56,39,28,21
PR44527,306,161,94,60,41,30,22
PR44528,283,151,90,58,40,29,22
PR44529,409,218,129,83,57,41,31
PR44530,368,193,113,72,49,35,26
PR44531,292,155,92,59,41,30,23
PR44532,299,160,95,62,43,31,24
PR44533,338,177,104,66,45,32,24
PR44534,305,162,96,62,43,31,23
PR44535,306,163,97,63,43,31,24
PR44536,334,177,104,67,46,33,25
PR44537,324,171,101,65,45,32,24
PR44538,296,158,94,61,42,31,23
PR44539,262,137,80,51,35,25,19
PR44540,453,238,140,89,61,44,33
PR44541,420,222,131,84,58,42,32
PR44542,384,204,121,78,54,39,29
PR44543,338,174,101,64,43,31,23
PR44544,318,170,101,65,45,33,25
PR44545,405,214,126,81,55,40,30
PR44546,315,168,100,64,44,32,24
PR44547,353,192,115,75,52,38,29
PR44548,250,129,75,47,32,23,17
PR44549,258,138,82,53,37,27,20
PR44550,188,103,63,41,29,21,16
PR44551,251,135,81,53,37,27,21
PR44552,52,33,22,16,12,9,8
PR44553,83,50,33,23,17,13,10
PR44554,86,47,29,19,14,10,8
PR44555,102,59,37,25,18,14,11
PR44556,9,13,12,10,8,7,6
PR44557,58,38,26,19,14,11,9
PR44558,45,27,18,13,10,8,6
PR44559,91,56,37,26,19,15,12
PR44560,97,59,39,27,20,15,12
PR44561,134,78,50,34,25,19,15
PR44562,269,145,87,57,40,29,22
PR44563,155,88,55,37,27,20,16
PR44564,228,125,76,50,35,26,20
PR44565,143,83,53,36,26,20,16
PR44566,125,73,47,32,23,18,14
PR44567,182,102,63,42,30,22,17
PR44568,182,102,63,42,30,22,17
PR44569,104,63,41,29,21,16,13
PR44570,112,68,45,31,23,18,14
PR44571,126,74,48,33,24,18,14
PR44572,421,223,132,85,58,42,32
PR44573,447,234,137,87,59,43,32
PR44574,477,251,147,94,64,46,35
PR44575,427,225,132,85,58,42,31
PR44576,378,199,117,75,51,37,28
PR44577,376,199,117,75,52,37,28
PR44578,258,140,84,55,38,28,21
PR44579,322,171,101,65,45,33,25
PR44580,399,212,125,81,56,40,30
PR44581,379,203,121,78,54,39,30
PR44582,358,192,115,75,52,38,29
PR44583,222,116,68,44,30,22,17
PR44584,315,168,100,65,45,33,25
PR44585,282,152,91,59,41,30,23
PR44586,256,139,84,55,38,28,22
PR44587,194,108,67,45,32,24,19
PR44588,277,150,91,59,41,30,23
PR44589,237,130,79,52,37,27,21
PR44590,311,167,100,65,45,33,25
PR44591,274,148,89,58,40,30,23
PR44592,247,129,76,49,33,24,18
PR44593,358,189,111,71,49,35,26
PR44594,257,135,79,51,35,25,19
PR44595,346,183,108,69,47,34,26
PR44596,352,183,106,67,45,32,24
PR44597,499,259,150,95,64,46,34
PR44598,378,203,121,78,54,39,30
PR44599,221,119,71,46,32,23,18
PR44600,103,61,39,27,20,15,12
PR44601,25,23,18,14,11,9,8
PR44602,203,111,67,44,31,23,18
PR44603,149,85,53,36,26,19,15
PR44604,213,117,71,47,33,24,19
PR44605,247,135,82,54,38,28,21
PR44606,173,98,61,41,29,22,17
PR44607,116,69,45,31,23,18,14
PR44608,141,82,52,36,26,20,16
PR44609,324,175,105,68,47,35,26
PR44610,272,148,90,59,41,30,23
PR44611,214,118,72,48,34,25,19
PR44612,208,115,71,47,33,25,19
PR44613,241,132,80,53,37,27,21
PR44614,250,138,85,56,40,29,23
PR44615,280,153,93,61,43,32,24
PR44616,255,140,85,56,39,29,22
PR44617,290,158,96,63,44,32,25
PR44618,454,241,142,91,63,45,34
PR44619,318,172,103,67,47,34,26
PR44620,177,99,61,41,29,22,17
PR44621,306,163,96,62,43,31,23
PR44622,313,164,96,61,42,30,22
PR44623,304,164,98,64,44,32,24
PR44624,262,139,82,53,36,26,20
PR44625,359,187,109,69,47,34,25
PR44626,354,186,109,69,47,34,25
PR44627,467,243,141,89,60,43,32
PR44628,388,200,116,73,49,35,26
PR44629,368,188,108,67,45,32,24
PR44630,484,251,145,91,61,44,32
PR44631,384,199,115,73,49,35,26
PR44632,497,259,151,96,65,46,35
PR44633,358,187,109,69,47,34,25
PR44634,304,159,93,59,40,29,22
PR44635,491,256,149,94,64,46,34
PR44636,623,326,190,121,82,59,44
PR44637,326,174,103,66,46,33,25
PR44638,247,133,80,52,36,26,20
PR44639,320,168,98,63,43,31,23
PR44640,352,187,111,71,49,35,27
PR44641,265,140,83,53,37,27,20
PR44642,310,165,98,63,43,31,24
PR44643,230,120,70,45,31,22,17
PR44644,309,165,98,63,43,31,24
PR44645,224,117,69,44,30,22,17
PR44646,53,28,17,11,8,6,5
PR44647,112,64,40,27,19,15,12
PR44648,162,90,55,37,26,19,15
PR44649,153,87,54,36,26,19,15
PR44650,224,123,75,49,35,26,20
PR44651,154,88,55,37,27,20,16
PR44652,184,103,64,43,31,23,18
PR44653,269,145,87,57,40,29,22
PR44654,177,100,62,42,30,22,17
PR44655,159,91,57,39,28,21,17
PR44656,115,69,45,31,23,18,14
PR44657,139,80,51,35,25,19,15
PR44658,209,110,65,42,29,21,16
PR44659,164,94,59,40,29,22,17
PR44660,208,116,71,47,33,25,19
PR44661,116,69,45,31,23,17,14
PR44662,222,122,74,49,34,25,19
PR44663,172,97,60,40,29,21,16
PR44664,295,157,93,60,41,30,23
PR44665,281,150,89,57,39,28,21
PR44666,357,184,106,67,45,32,24
PR44667,559,293,171,109,74,53,40
PR44668,693,363,212,135,92,66,49
PR44669,475,251,148,95,65,47,35
PR44670,647,338,197,125,85,61,45
PR44671,503,264,155,99,67,48,36
PR44672,439,231,136,87,59,43,32
PR44673,449,238,141,91,62,45,34
PR44674,472,249,146,93,64,46,35
PR44675,267,145,87,57,40,29,22
PR44676,117,69,45,31,23,17,14
PR44677,184,104,65,44,31,23,18
PR44678,73,47,32,23,17,14,11
PR44679,136,80,52,36,26,20,16
PR44680,181,101,62,41,29,22,17
PR44681,216,117,71,46,32,24,18
PR44682,532,278,162,103,70,50,37
PR44683,419,223,132,85,58,42,32
PR44684,472,249,146,93,63,45,34
PR44685,546,286,167,106,72,52,39
PR44686,553,293,173,111,76,55,41
PR44687,771,403,234,148,100,71,53
PR44688,746,387,224,141,95,68,50
PR44689,446,233,136,86,59,42,31
PR44690,560,293,171,109,74,53,40
PR44691,538,284,167,107,73,53,40
PR44692,506,267,157,100,68,49,37
PR44693,618,322,187,119,80,57,43
PR44694,439,232,137,88,60,43,33
PR44695,412,215,126,80,55,39,29
PR44696,532,278,162,103,70,50,37
PR44697,319,168,99,63,43,31,23
PR44698,462,244,144,92,63,45,34
PR44699,470,247,145,93,63,46,34
PR44700,468,248,146,94,64,46,35
PR44701,357,186,109,69,47,34,26
PR44702,446,236,139,89,61,44,33
PR44703,468,248,146,94,64,46,35
PR44704,384,200,117,74,51,37,28
PR44705,416,221,131,84,58,42,32
PR44706,441,234,138,89,61,44,33
PR44707,208,117,73,49,35,26,20
PR44708,171,97,61,41,30,22,17
PR44709,224,125,77,51,36,27,21
PR44710,258,134,79,51,35,25,19
PR44711,190,107,67,45,32,24,19
PR44712,164,93,58,39,28,21,16
PR44713,120,71,46,32,23,18,14
PR44714,75,48,33,24,18,14,11
PR44715,206,115,71,47,33,25,19
PR44716,236,127,76,49,34,25,19
PR44717,327,173,102,65,45,32,24
PR44718,149,82,50,33,23,17,13
PR44719,291,155,92,59,41,30,22
PR44720,573,299,174,110,75,53,40
PR44721,598,314,183,116,79,56,42
PR44722,675,353,205,130,88,63,47
PR44723,642,338,198,126,86,61,46
PR44724,512,270,158,101,69,49,37
PR44725,646,341,200,128,87,62,47
PR44726,720,378,221,141,96,69,51
PR44727,680,356,208,132,90,64,48
PR44728,677,356,208,133,90,65,48
PR44729,627,330,193,123,84,60,45
PR44730,621,327,192,123,84,60,45
PR44731,798,415,240,152,102,73,54
PR44732,638,337,198,127,86,62,46
PR44733,545,289,170,109,75,54,40
PR44734,801,417,242,153,103,74,55
PR44735,477,251,147,94,64,46,34
PR44736,436,229,134,86,59,42,32
PR44737,385,202,119,76,52,38,28
PR44738,556,292,171,109,74,53,40
PR44739,464,244,143,91,62,45,34
PR44740,324,172,102,66,45,33,25
PR44741,430,225,132,84,57,41,31
PR44742,428,226,133,85,58,42,32
PR44743,539,282,165,105,71,51,38
PR44744,517,271,159,101,69,50,37
PR44745,447,236,139,89,61,44,33
PR44746,485,255,149,95,65,47,35
PR44747,371,196,116,74,51,37,28
PR44748,371,197,117,75,52,38,28
PR44749,339,177,104,66,45,33,25
PR44750,440,232,137,88,60,43,33
PR44751,436,228,133,85,58,42,31
PR44752,436,230,135,86,59,43,32
PR44753,409,216,127,81,56,40,30
PR44754,475,252,149,96,66,48,36
PR44755,431,228,135,87,60,43,33
PR44756,371,194,114,73,50,36,27
PR44757,450,236,138,88,60,43,32
PR44758,474,248,145,92,63,45,34
PR44759,440,232,136,87,60,43,32
PR44760,419,221,130,83,57,41,31
PR44761,418,220,129,83,57,41,31
PR44762,447,236,139,89,61,44,33
PR44763,382,201,118,76,52,37,28
PR44764,484,256,151,97,66,48,36
PR44765,417,221,131,84,58,42,32
PR44766,482,255,150,96,66,47,35
PR44767,619,322,187,118,80,57,42
PR44768,644,334,193,122,82,58,43
PR44769,543,283,165,105,71,51,38
PR44770,617,322,187,119,80,57,43
PR44771,386,202,118,75,51,37,28
PR44772,412,217,128,82,56,40,30
PR44773,460,241,141,90,61,44,33
PR44774,429,227,134,86,59,43,32
PR44775,471,244,141,89,60,43,32
PR44776,637,331,192,121,82,58,43
PR44777,833,429,247,155,104,74,54
PR44778,632,331,193,123,83,60,45
PR44779,496,262,154,99,68,49,37
PR44780,547,288,169,108,74,53,40
PR44781,517,271,158,101,69,49,37
PR44782,514,266,154,97,66,47,35
PR44783,445,234,137,87,59,43,32
PR44784,358,188,111,71,49,35,26
PR44785,502,261,151,96,65,46,34
PR44786,344,179,105,67,46,33,25
PR44787,313,166,98,63,43,31,24
PR44788,253,132,77,49,34,25,19
PR44789,326,172,101,65,45,32,24
PR44790,337,178,105,67,46,33,25
PR44791,287,154,92,60,42,31,23
PR44792,283,152,91,59,41,30,23
PR44793,323,171,101,65,45,33,25
PR44794,255,138,83,54,38,28,21
PR44795,255,138,83,54,38,28,21
PR44796,256,133,77,49,33,24,18
PR44797,449,235,137,87,59,42,31
PR44798,520,270,157,99,67,48,36
PR44799,381,198,115,73,49,35,26
PR44800,622,324,188,119,80,57,42
PR44801,699,360,207,130,87,62,46
PR44802,724,373,215,135,91,64,47
PR44803,551,285,165,104,70,50,37
PR44804,474,251,148,95,65,47,35
PR44805,504,265,155,99,67,48,36
PR44806,393,209,124,80,55,40,30
PR44807,494,260,152,97,66,47,35
PR44808,584,306,179,114,77,55,41
PR44809,473,248,145,92,63,45,34
PR44810,574,299,174,110,74,53,39
PR44811,506,264,154,98,66,47,35
PR44812,666,346,200,126,85,60,45
PR44813,744,383,220,138,93,66,49
PR44814,727,379,220,139,94,67,50
PR44815,753,387,222,139,93,66,49
PR44816,603,315,184,117,79,57,42
PR44817,581,304,178,113,77,55,41
PR44818,610,319,186,118,80,57,43
PR44819,280,149,88,57,39,28,21
PR44820,259,135,79,50,34,25,19
PR44821,454,238,139,89,61,44,33
PR44822,401,212,125,80,55,40,30
