ID,PA,PB,PC,PD,PE,PF,PG
PR45014,513,291,181,122,86,64,49
PR45015,5,5,4,4,3,3,3
PR45016,5,5,4,4,3,3,3
PR45017,766,419,253,165,115,84,63
PR45018,200,124,83,59,44,34,27
PR45019,1,1,1,1,1,1,1
PR45020,200,124,83,59,44,34,27
PR45021,644,358,218,145,102,75,57
PR45022,644,358,219,145,101,75,57
PR45023,635,353,217,143,100,74,56
PR45024,197,122,82,58,44,34,27
PR45025,1558,798,457,286,191,134,99
PR45026,517,294,182,123,87,65,50
PR45027,170,107,72,52,39,31,25
PR45028,1,1,1,1,1,1,1
PR45029,194,120,81,58,43,34,27
PR45030,1388,719,416,261,176,124,92
PR45031,7,6,5,4,4,4,3
PR45032,15,11,9,8,7,6,5
PR45033,8,7,6,5,4,4,4
PR45034,8,7,6,5,4,4,4
PR45035,116,76,53,39,30,24,20
PR45036,116,76,53,39,30,24,20
PR45037,194,120,81,58,43,34,27
PR45038,194,120,81,58,43,34,27
PR45039,194,120,81,58,43,34,27
PR45040,117,76,53,39,30,24,20
PR45041,1,1,1,1,1,1,1
PR45042,2873,1393,762,457,295,202,145
PR45043,195,120,81,58,43,34,27
PR45044,2,2,2,2,2,2,2
PR45045,8,7,6,5,4,4,4
PR45046,1331,692,401,253,170,121,90
PR45047,1700,864,492,306,203,143,104
PR45048,1,1,1,1,1,1,1
PR45049,1,1,1,1,1,1,1
PR45050,197,122,82,58,44,34,27
PR45051,201,124,83,59,44,34,28
PR45052,197,122,82,58,44,34,27
PR45053,197,122,82,58,44,34,27
PR45054,145,92,63,46,35,28,22
PR45055,1,1,1,1,1,1,1
PR45056,2861,1388,759,456,294,202,145
PR45057,2513,1233,682,413,268,185,133
PR45058,734,404,244,160,112,81,62
PR45059,1,1,1,1,1,1,1
PR45060,1308,681,396,250,168,120,89
PR45061,1183,622,364,231,157,112,83
PR45062,608,339,209,137,97,72,55
PR45063,1,1,1,1,1,1,1
PR45064,594,333,205,136,96,71,54
PR45065,1804,912,517,320,212,148,108
PR45066,42,30,23,18,14,12,10
PR45067,399,232,147,100,73,55,42
PR45068,8,7,6,5,4,4,4
PR45069,11,9,7,6,5,5,4
PR45070,561,316,195,130,92,68,52
PR45071,1188,624,365,232,157,112,84
PR45072,398,231,147,100,73,54,42
PR45073,183,114,77,55,41,32,26
PR45074,416,240,152,103,74,56,43
PR45075,429,247,156,106,76,57,44
PR45076,865,468,280,182,125,91,68
PR45077,2941,1423,777,466,300,205,147
PR45078,1,1,1,1,1,1,1
PR45079,905,488,291,188,129,94,70
PR45080,1331,692,401,253,170,121,90
PR45081,116,75,53,39,30,24,20
PR45082,1403,726,419,264,177,125,93
PR45083,7,6,5,4,4,4,3
PR45084,194,120,81,58,43,34,27
PR45085,653,362,222,146,102,75,57
PR45086,195,120,81,58,43,34,27
PR45087,195,120,81,58,43,34,27
PR45088,195,120,81,58,43,34,27
PR45089,195,120,81,58,43,34,27
PR45090,8,7,6,5,4,4,4
PR45091,17,13,11,9,8,7,6
PR45092,298,177,115,80,58,45,35
PR45093,133,85,59,43,33,26,21
PR45094,7,6,5,4,4,3,3
PR45095,1333,693,402,253,171,121,90
PR45096,1335,693,402,253,171,121,90
PR45097,1335,694,402,254,171,121,90
PR45098,2447,1204,667,404,263,182,131
PR45099,1806,913,517,320,212,148,108
PR45100,1,1,1,1,1,1,1
PR45101,1482,763,439,275,184,130,96
PR45102,1,1,1,1,1,1,1
PR45103,1474,759,437,274,183,130,96
PR45104,2847,1381,756,454,293,201,144
PR45105,913,491,292,189,130,94,71
PR45106,1371,711,411,259,174,123,91
PR45107,173,108,73,53,40,31,25
PR45108,1,1,1,1,1,1,1
PR45109,1,1,1,1,1,1,1
PR45110,31,22,17,14,12,10,8
PR45111,1,1,1,1,1,1,1
PR45112,194,120,78,57,43,33,27
PR45113,7,6,5,4,4,4,3
PR45114,48,33,25,20,16,13,11
PR45115,1174,617,361,230,156,111,83
PR45116,12,10,8,7,6,5,5
PR45117,8,7,6,5,4,4,4
PR45118,9,7,6,5,5,4,4
PR45119,47,33,25,19,16,13,11
PR45120,42,30,23,18,14,12,10
PR45121,42,30,23,18,14,12,10
PR45122,1174,617,361,230,156,111,83
PR45123,174,109,73,53,40,32,25
PR45124,1718,873,496,308,205,143,105
PR45125,57,39,29,22,18,15,12
PR45126,8,7,6,5,4,4,4
PR45127,608,339,209,137,97,72,55
PR45128,1378,715,413,260,175,124,92
PR45129,1,1,1,1,1,1,1
PR45130,1377,715,413,259,175,124,91
PR45131,1,1,1,1,1,1,1
PR45132,1380,715,414,259,175,124,91
PR45133,14,11,9,8,7,6,5
PR45134,1,1,1,1,1,1,1
PR45135,1567,803,460,287,191,135,99
PR45136,2537,1244,687,416,270,186,134
PR45137,1,1,1,1,1,1,1
PR45138,2516,1235,682,413,269,185,133
PR45139,1309,682,396,250,168,120,89
PR45140,173,108,73,53,40,31,25
PR45141,1369,711,411,259,174,123,91
PR45142,118,76,53,39,30,24,20
PR45143,118,76,53,39,30,24,20
PR45144,31,22,17,14,12,10,8
PR45145,14,11,9,8,7,6,5
PR45146,173,108,73,53,40,31,25
PR45147,2611,1277,704,425,276,190,137
PR45148,31,22,17,14,12,10,8
PR45149,510,289,180,121,86,64,49
PR45150,117,76,53,39,30,24,20
PR45151,31,22,18,14,12,10,8
PR45152,117,76,53,39,30,24,20
PR45153,194,120,78,57,43,33,27
PR45154,47,33,25,19,16,13,11
PR45155,117,76,53,39,30,24,20
PR45156,47,33,25,19,16,13,11
PR45157,2545,1248,689,417,271,186,134
PR45158,195,120,78,57,43,33,27
PR45159,116,75,53,39,30,24,20
PR45160,613,343,210,139,98,72,55
PR45161,1,1,1,1,1,1,1
PR45162,60,41,30,23,19,15,13
PR45163,1,1,1,1,1,1,1
PR45164,1,1,1,1,1,1,1
PR45165,48,33,25,19,16,13,11
PR45166,690,381,232,153,107,78,59
PR45167,400,232,147,100,73,55,42
PR45168,2438,1200,664,403,263,181,131
PR45169,353,207,133,91,66,50,39
PR45170,2620,1281,706,426,276,190,137
PR45171,1222,641,374,237,160,114,85
PR45172,1,1,1,1,1,1,1
PR45173,2812,1366,748,450,291,199,143
PR45174,1248,653,379,241,162,116,86
PR45175,2812,1366,749,450,291,199,143
PR45176,986,526,312,201,138,98,74
PR45177,1681,856,488,303,201,141,104
PR45178,1681,856,488,303,201,141,104
PR45179,1783,902,512,317,210,147,108
PR45180,2814,1368,749,450,291,199,143
PR45181,1784,902,512,318,210,147,108
PR45182,1,1,1,1,1,1,1
PR45183,1673,852,486,302,201,141,103
PR45184,2814,1367,749,450,291,199,143
PR45185,1227,643,375,238,161,115,85
PR45186,827,450,270,175,121,88,67
PR45187,733,402,244,160,111,81,62
PR45188,1,1,1,1,1,1,1
PR45189,1716,873,496,308,204,143,105
PR45190,4,3,3,3,2,2,2
PR45191,1230,645,376,238,161,115,85
PR45192,1,1,1,1,1,1,1
PR45193,915,492,294,190,130,94,71
PR45194,1,1,1,1,1,1,1
PR45195,1,1,1,1,1,1,1
PR45196,617,343,211,140,98,72,55
PR45197,1593,814,466,291,194,136,100
PR45198,355,208,133,92,66,50,39
PR45199,9,7,6,5,5,4,4
PR45200,1235,647,377,239,162,115,86
PR45201,609,340,209,139,97,72,55
PR45202,14,11,9,8,7,6,5
PR45203,4,3,3,3,3,2,2
PR45204,1,1,1,1,1,1,1
PR45205,1700,865,492,305,203,142,104
PR45206,599,334,206,137,96,71,54
PR45207,600,335,207,137,96,71,54
PR45208,610,340,209,139,98,72,55
PR45209,1,1,1,1,1,1,1
PR45210,1244,651,379,240,162,116,86
PR45211,605,338,208,138,97,72,55
PR45212,1403,726,419,264,177,125,93
PR45213,27,20,16,13,11,9,8
PR45214,20,15,12,10,8,7,6
PR45215,20,15,12,10,8,7,6
PR45216,20,15,12,10,8,7,6
PR45217,20,15,12,10,8,7,6
PR45218,20,15,12,10,8,7,6
PR45219,4,3,3,3,2,2,2
PR45220,7,6,5,4,4,4,3
PR45221,9,7,6,5,5,4,4
PR45222,1179,620,363,231,156,112,83
PR45223,1237,648,378,239,162,115,86
PR45224,1,1,1,1,1,1,1
PR45225,2886,1399,765,459,296,203,145
PR45226,7,6,5,4,4,4,3
PR45227,7,6,5,4,4,4,3
PR45228,42,30,23,18,14,12,10
PR45229,15,12,10,8,7,6,6
PR45230,48,33,25,19,16,13,11
PR45231,42,30,23,18,15,12,10
PR45232,173,108,73,53,40,31,25
PR45233,1692,861,490,304,202,142,104
PR45234,118,76,53,39,30,24,20
PR45235,15,12,10,8,7,6,6
PR45236,48,33,25,19,16,13,11
PR45237,15,12,10,8,7,6,6
PR45238,194,120,78,57,43,33,27
PR45239,297,177,115,80,58,45,35
PR45240,123,79,55,40,31,25,20
PR45241,2545,1248,689,417,271,186,134
PR45242,195,120,78,57,43,33,27
PR45243,116,75,52,39,30,24,19
PR45244,1247,652,380,241,163,116,86
PR45245,1219,638,373,236,160,114,85
PR45246,47,33,25,19,16,13,11
PR45247,34,25,19,15,12,10,9
PR45248,34,25,19,15,12,10,9
PR45249,34,25,19,15,12,10,9
PR45250,34,25,19,15,12,10,9
PR45251,34,25,19,15,12,10,9
PR45252,34,25,19,15,12,10,9
PR45253,34,25,19,15,12,10,9
PR45254,47,33,25,19,16,13,11
PR45255,117,76,53,39,30,24,20
PR45256,1700,865,492,306,203,143,104
PR45257,118,76,53,39,30,24,20
PR45258,117,76,53,39,30,24,20
PR45259,2545,1248,689,417,271,186,134
PR45260,8,7,6,5,4,4,4
PR45261,176,110,74,53,40,31,25
PR45262,1,1,1,1,1,1,1
PR45263,8,7,6,5,4,4,4
PR45264,31,23,17,14,12,10,9
PR45265,2887,1399,765,459,296,203,145
PR45266,228,139,92,65,48,37,30
PR45267,739,405,246,161,112,82,62
PR45268,1,1,1,1,1,1,1
PR45269,296,177,115,80,58,44,35
PR45270,2568,1258,694,420,273,188,135
PR45271,1,1,1,1,1,1,1
PR45272,995,531,315,202,138,100,75
PR45273,1,1,1,1,1,1,1
PR45274,2859,1387,759,456,293,201,145
PR45275,612,341,210,139,98,72,55
PR45276,1230,645,376,238,161,115,85
PR45277,2548,1249,690,417,271,187,135
PR45278,8,7,6,5,4,4,4
PR45279,195,121,81,58,43,34,27
PR45280,199,123,82,59,44,34,27
PR45281,8,7,6,5,4,4,4
PR45282,4,3,3,3,2,2,2
PR45283,8,7,6,5,4,4,4
PR45284,734,403,244,160,110,81,62
PR45285,8,7,6,5,4,4,4
PR45286,513,291,181,122,86,64,49
PR45287,726,399,242,159,110,81,61
PR45288,351,206,132,91,66,50,39
PR45289,8,7,6,5,4,4,4
PR45290,8,6,5,5,4,4,4
PR45291,619,345,212,140,99,73,56
PR45292,2767,1346,738,444,287,197,142
PR45293,621,346,213,141,99,73,56
PR45294,652,362,221,146,102,75,57
PR45295,1552,795,456,285,190,134,99
PR45296,12,9,8,7,6,5,5
PR45297,12,9,8,7,6,5,5
PR45298,1,1,1,1,1,1,1
PR45299,2,2,2,2,2,2,2
PR45300,661,366,224,148,103,76,58
PR45301,2,2,2,2,2,2,2
PR45302,12,9,8,7,6,5,5
PR45303,1,1,1,1,1,1,1
PR45304,661,366,224,148,103,76,58
PR45305,1,1,1,1,1,1,1
PR45306,1,1,1,1,1,1,1
PR45307,665,368,225,148,104,76,58
PR45308,665,368,225,148,104,76,58
PR45309,656,364,223,147,103,76,58
PR45310,663,367,224,148,104,76,58
PR45311,147,93,63,46,35,28,22
PR45312,656,364,223,147,103,76,58
PR45313,12,9,8,7,6,5,5
PR45314,1816,918,520,321,213,149,109
PR45315,660,366,224,148,103,76,58
PR45316,11,9,8,7,6,5,5
PR45317,1,1,1,1,1,1,1
PR45318,12,9,8,7,6,5,5
PR45319,2,1,1,1,1,1,1
PR45320,2,1,1,1,1,1,1
PR45321,1,1,1,1,1,1,1
PR45322,1532,786,451,282,188,133,98
PR45323,650,361,221,146,102,75,57
PR45324,1820,920,521,322,213,149,109
PR45325,1820,920,521,322,213,149,109
PR45326,2,2,2,2,2,2,2
PR45327,1820,920,521,322,213,149,109
PR45328,3,3,2,2,2,2,2
PR45329,1,1,1,1,1,1,1
PR45330,9,7,6,5,5,4,4
PR45331,517,294,182,123,87,65,50
PR45332,660,366,224,148,103,76,58
PR45333,1820,920,521,322,213,149,109
PR45334,2768,1347,739,444,288,197,142
PR45335,2,2,2,2,2,2,2
PR45336,751,411,249,163,113,83,63
PR45337,1124,594,349,222,151,108,81
PR45338,751,411,249,163,113,83,63
PR45339,2,2,2,2,2,2,1
PR45340,1,1,1,1,1,1,1
PR45341,1,1,1,1,1,1,1
PR45342,1,1,1,1,1,1,1
PR45343,1,1,1,1,1,1,1
PR45344,1,1,1,1,1,1,1
PR45345,1,1,1,1,1,1,1
PR45346,10,8,7,6,5,5,4
PR45347,4,2,2,2,3,2,2
PR45348,2,2,2,2,2,2,2
PR45349,2,1,1,1,1,1,1
PR45350,1,1,1,1,1,1,1
PR45351,1,1,1,1,1,1,1
PR45352,2,2,2,2,2,2,2
PR45353,1,1,1,1,1,1,1
PR45354,2,2,2,2,2,2,1
PR45355,2,2,2,2,2,2,2
PR45356,1,1,1,1,1,1,1
PR45357,4,3,3,3,3,2,2
PR45358,3,2,2,2,2,2,2
PR45359,1,1,1,1,1,1,1
PR45360,4,3,3,3,3,2,2
PR45361,3,3,3,2,2,2,2
PR45362,1,1,1,1,1,1,1
PR45363,146,93,63,46,35,28,22
PR45364,660,366,224,147,103,76,58
PR45365,660,366,224,148,103,76,58
PR45366,656,364,223,147,103,76,58
PR45367,656,364,223,147,103,76,58
PR45368,660,366,224,147,103,76,58
PR45369,660,366,224,148,103,76,58
PR45370,147,93,63,46,35,28,22
PR45371,1,1,1,1,1,1,1
PR45372,4,3,3,3,3,2,2
PR45373,4,3,3,3,3,2,2
PR45374,8,6,5,5,4,4,4
PR45375,145,92,63,46,35,28,22
PR45376,8,6,5,5,4,4,4
PR45377,1817,918,520,321,213,149,109
PR45378,4,3,3,3,3,2,2
PR45379,8,7,6,5,4,4,4
PR45380,147,93,63,46,35,28,22
PR45381,7,6,5,4,4,4,3
PR45382,8,7,6,5,4,4,4
PR45383,255,154,101,71,52,40,32
PR45384,8,7,6,5,4,4,4
PR45385,8,7,6,5,4,4,4
PR45386,145,92,63,46,35,28,22
PR45387,8,7,6,5,4,4,4
PR45388,8,6,5,5,4,4,4
PR45389,4,3,3,3,3,2,2
PR45390,4,3,3,3,3,2,2
PR45391,1,1,1,1,1,1,1
PR45392,660,366,224,148,103,76,58
PR45393,663,367,225,148,104,76,58
PR45394,1387,719,415,261,176,124,92
PR45395,12,9,8,7,6,5,5
PR45396,170,107,72,53,39,31,25
PR45397,1820,920,521,322,213,149,109
PR45398,12,9,8,7,6,5,5
PR45399,3,2,2,2,2,2,2
PR45400,3,2,2,2,2,2,2
PR45401,3,2,2,2,2,2,2
PR45402,1,1,1,1,1,1,1
PR45403,12,9,8,7,6,5,5
PR45404,17,13,11,9,8,7,6
PR45405,17,13,11,9,8,7,6
PR45406,144,91,62,45,35,27,22
PR45407,144,91,62,45,35,27,22
PR45408,17,13,10,9,7,7,6
PR45409,4,3,3,3,2,2,2
PR45410,2,2,2,2,2,2,1
PR45411,1793,907,514,318,211,148,108
PR45412,3,3,2,2,2,2,2
PR45413,3,3,2,2,2,2,2
PR45414,1018,542,320,206,141,101,76
PR45415,638,355,217,144,101,74,57
PR45416,638,355,217,144,101,74,57
PR45417,4,3,3,3,2,2,2
PR45418,8,7,6,5,4,4,4
PR45419,1,1,1,1,1,1,1
PR45420,1,1,1,1,1,1,1
PR45421,1,1,1,1,1,1,1
PR45422,756,414,251,164,114,83,63
PR45423,2,2,2,2,2,2,1
PR45424,1,1,1,1,1,1,1
PR45425,3,3,3,2,2,2,2
PR45426,4,3,3,3,2,2,2
PR45427,2,2,1,1,1,1,1
PR45428,3,3,3,3,2,2,2
PR45429,4,3,3,3,3,2,2
PR45430,3,3,3,2,2,2,2
PR45431,4,3,3,3,3,2,2
PR45432,4,3,3,3,3,2,2
PR45433,4,3,3,3,3,2,2
PR45434,4,3,3,3,3,2,2
PR45435,4,3,3,3,3,2,2
PR45436,4,3,3,3,3,2,2
PR45437,4,3,3,3,3,2,2
PR45438,4,3,3,3,3,2,2
PR45439,4,3,3,3,3,2,2
PR45440,2,2,1,1,1,1,1
PR45441,2,2,1,1,1,1,1
PR45442,4,3,3,3,3,2,2
PR45443,1795,908,515,318,211,148,108
PR45444,1018,542,321,206,141,101,76
PR45445,638,355,217,144,101,74,57
PR45446,1,1,1,1,1,1,1
PR45447,1,1,1,1,1,1,1
PR45448,1,1,1,1,1,1,1
PR45449,3,2,2,2,2,2,2
PR45450,516,292,182,122,87,64,50
PR45451,3,2,2,2,2,2,2
PR45452,3,2,2,2,2,2,2
PR45453,1,1,1,1,1,1,1
PR45454,746,409,248,162,113,82,62
PR45455,1,1,1,1,1,1,1
PR45456,1,1,1,1,1,1,1
PR45457,1,1,1,1,1,1,1
PR45458,1,1,1,1,1,1,1
PR45459,1,1,1,1,1,1,1
PR45460,1,1,1,1,1,1,1
PR45461,3,2,2,2,2,2,2
PR45462,3,2,2,2,2,2,2
PR45463,1,1,1,1,1,1,1
PR45464,1,1,1,1,1,1,1
PR45465,3,2,2,2,2,2,2
PR45466,12,9,8,7,6,5,5
PR45467,10,8,7,6,5,5,4
PR45468,3,2,2,2,2,2,2
PR45469,4,2,2,2,2,2,2
PR45470,4,2,2,2,2,2,2
PR45471,1,1,1,1,1,1,1
PR45472,3,2,2,2,2,2,2
PR45473,3,2,2,2,2,2,2
PR45474,1,1,1,1,1,1,1
PR45475,1,1,1,1,1,1,1
PR45476,2,2,2,2,2,2,2
PR45477,3,2,1,1,1,1,1
PR45478,7,6,5,4,4,4,3
PR45479,3,3,3,2,2,2,2
PR45480,2,2,1,1,1,1,1
PR45481,3,3,3,2,2,2,2
PR45482,3,3,3,3,2,2,2
PR45483,2,2,1,1,1,1,1
PR45484,3,3,3,3,2,2,2
PR45485,2,2,1,1,1,1,1
PR45486,2,2,1,1,1,1,1
PR45487,3,3,3,2,2,2,2
PR45488,2,2,1,1,1,1,1
PR45489,3,3,3,2,2,2,2
PR45490,2,2,2,2,2,1,1
PR45491,3,3,3,2,2,2,2
PR45492,3,3,3,2,2,2,2
PR45493,4,3,3,3,3,2,2
PR45494,4,3,3,3,3,2,2
PR45495,4,3,3,3,3,2,2
PR45496,2,2,1,1,1,1,1
PR45497,2,2,1,1,1,1,1
PR45498,2,1,1,1,1,1,1
PR45499,2064,1031,579,355,233,162,118
PR45500,2,2,1,1,1,1,1
PR45501,14,11,9,8,7,6,5
PR45502,2,2,2,2,2,1,1
PR45503,2,2,2,2,2,2,2
PR45504,2009,1006,566,347,229,159,116
PR45505,2750,1338,735,442,286,196,141
PR45506,613,342,210,139,98,72,55
PR45507,3,3,2,2,2,2,2
PR45508,2,2,2,2,2,1,1
PR45509,2,2,2,2,2,2,2
PR45510,2,2,2,2,2,2,2
PR45511,2,2,2,2,2,2,2
PR45512,1529,784,450,282,188,133,98
PR45513,1548,794,455,284,190,134,99
PR45514,2,1,1,1,1,1,1
PR45515,1821,920,521,322,213,149,109
PR45516,1821,920,521,322,213,149,109
PR45517,1794,908,515,318,211,148,108
PR45518,1794,908,515,318,211,148,108
PR45519,123,79,55,41,31,25,20
PR45520,1794,908,515,318,211,148,108
PR45521,3,3,3,3,2,2,2
PR45522,5,4,4,3,3,3,3
PR45523,123,80,55,41,31,25,20
PR45524,3,3,3,2,2,2,2
PR45525,3,3,3,2,2,2,2
PR45526,123,80,55,41,31,25,20
PR45527,3,3,3,2,2,2,2
PR45528,3,3,3,2,2,2,2
PR45529,3,3,3,2,2,2,2
PR45530,3,3,3,3,2,2,2
PR45531,3,3,3,3,2,2,2
PR45532,3,3,3,2,2,2,2
PR45533,3,3,3,3,2,2,2
PR45534,14,11,9,8,7,6,5
PR45535,4,3,3,3,3,2,2
PR45536,3,3,3,3,2,2,2
PR45537,2,2,1,1,1,1,1
PR45538,2,2,1,1,1,1,1
PR45539,2,2,1,1,1,1,1
PR45540,3,3,3,2,2,2,2
PR45541,2,2,2,2,2,1,1
PR45542,2,2,2,1,1,1,1
PR45543,1424,733,425,267,179,127,93
PR45544,2,2,2,2,2,1,1
PR45545,3,3,3,2,2,2,2
PR45546,4,3,3,3,3,2,2
PR45547,2,2,1,1,1,1,1
PR45548,4,3,3,3,3,2,2
PR45549,3,3,3,2,2,2,2
PR45550,2,2,1,1,1,1,1
PR45551,2,2,1,1,1,1,1
PR45552,3,3,2,2,2,2,2
PR45553,2,2,1,1,1,1,1
PR45554,2,2,1,1,1,1,1
PR45555,2,2,2,2,1,1,1
PR45556,2,2,2,2,2,1,1
PR45557,1297,677,394,249,168,119,88
PR45558,2750,1339,735,442,286,196,141
PR45559,3,3,3,2,2,2,2
PR45560,2,2,2,2,2,2,1
PR45561,3,3,2,2,2,2,2
PR45562,645,358,219,145,102,75,57
PR45563,2,2,2,2,2,2,2
PR45564,2,2,2,2,2,2,2
PR45565,3,3,2,2,2,2,2
PR45566,3,3,3,3,2,2,2
PR45567,3,3,3,3,2,2,2
PR45568,3,3,3,3,2,2,2
PR45569,3,3,3,3,2,2,2
PR45570,2,2,2,2,2,2,2
PR45571,4,3,3,3,3,2,2
PR45572,4,3,3,3,3,2,2
PR45573,4,3,3,3,3,2,2
PR45574,2,2,1,1,1,1,1
PR45575,3,3,3,2,2,2,2
PR45576,3,3,3,2,2,2,2
PR45577,3,3,3,2,2,2,2
PR45578,3,3,3,2,2,2,2
PR45579,3,3,3,2,2,2,2
PR45580,3,3,3,2,2,2,2
PR45581,2,2,1,1,1,1,1
PR45582,3,3,3,2,2,2,2
PR45583,123,80,55,41,31,25,20
PR45584,4,3,3,3,3,2,2
PR45585,3,3,3,3,2,2,2
PR45586,3,3,3,3,2,2,2
PR45587,3,3,3,3,2,2,2
PR45588,2,2,1,1,1,1,1
PR45589,3,3,3,3,2,2,2
PR45590,2,2,1,1,1,1,1
PR45591,2,2,1,1,1,1,1
PR45592,2,2,1,1,1,1,1
PR45593,2,2,2,2,2,1,1
PR45594,4,3,3,3,3,2,2
PR45595,3,3,3,3,2,2,2
PR45596,2,2,2,1,1,1,1
PR45597,4,3,3,3,3,2,2
PR45598,2,2,1,1,1,1,1
PR45599,2,2,1,1,1,1,1
PR45600,3,3,3,2,2,2,2
PR45601,3,3,3,2,2,2,2
PR45602,3,3,3,2,2,2,2
PR45603,2,2,2,2,1,1,1
PR45604,14,11,9,8,7,6,5
PR45605,2,2,2,2,2,1,1
PR45606,5,4,4,3,3,3,3
PR45607,1,1,1,1,1,1,1
PR45608,3,3,3,3,2,2,2
PR45609,2790,1356,744,447,289,198,142
PR45610,2750,1340,735,442,286,196,141
PR45611,3,3,3,3,2,2,2
PR45612,3,3,3,3,2,2,2
PR45613,2,2,2,2,2,2,2
PR45614,3,3,3,3,2,2,2
PR45615,2,2,2,2,2,2,2
PR45616,2,2,1,1,1,1,1
PR45617,2,2,2,2,2,2,2
PR45618,3,3,3,2,2,2,2
PR45619,2,2,2,2,2,2,1
PR45620,3,3,3,2,2,2,2
PR45621,3,3,3,3,2,2,2
PR45622,3,3,3,3,2,2,2
PR45623,2,2,2,2,2,2,2
PR45624,2,2,2,2,2,2,2
PR45625,3,3,3,3,2,2,2
PR45626,3,3,3,3,2,2,2
PR45627,2,2,2,2,2,2,2
PR45628,2,2,1,1,1,1,1
PR45629,4,3,3,3,3,2,2
PR45630,2,2,2,2,2,2,2
PR45631,2,2,2,2,2,2,2
PR45632,2,2,2,2,2,2,2
PR45633,2,2,2,2,2,2,2
PR45634,2,2,2,2,2,2,2
PR45635,10,8,7,6,5,5,4
PR45636,2,2,2,2,2,2,2
PR45637,3,3,3,2,2,2,2
PR45638,2,2,1,1,1,1,1
PR45639,3,3,3,2,2,2,2
PR45640,3,3,3,2,2,2,2
PR45641,3,3,3,2,2,2,2
PR45642,2,2,2,1,1,1,1
PR45643,4,3,3,3,3,2,2
PR45644,4,3,3,3,3,2,2
PR45645,4,3,3,3,3,2,2
PR45646,2,2,2,2,2,2,1
PR45647,2,2,2,2,2,2,2
PR45648,2,2,2,2,2,2,2
PR45649,2,2,2,2,2,2,2
PR45650,2,2,2,2,2,2,2
PR45651,10,8,7,6,5,5,4
PR45652,2,2,2,2,2,2,2
PR45653,2,2,2,2,2,2,2
PR45654,2,2,2,2,2,2,2
PR45655,2,2,2,2,2,2,2
PR45656,2,1,1,1,1,1,1
PR45657,2,2,1,1,1,1,1
PR45658,3,3,3,3,2,2,2
PR45659,3,3,3,3,2,2,2
PR45660,3,3,2,2,2,2,2
PR45661,3,3,2,1,1,1,1
PR45662,2,2,2,2,2,2,2
PR45663,2,2,2,2,2,2,2
PR45664,2,2,2,2,2,2,2
PR45665,1,1,1,1,1,1,1
PR45666,2,2,2,2,2,1,1
PR45667,1,1,1,1,1,1,1
PR45668,3,2,2,2,2,2,2
PR45669,3,3,2,2,2,2,2
PR45670,1006,537,318,204,140,100,75
PR45671,745,408,247,162,113,82,62
PR45672,1,1,1,1,1,1,1
PR45673,745,408,247,162,113,82,62
PR45674,758,415,251,164,114,83,63
PR45675,744,408,247,162,113,82,62
PR45676,758,415,251,164,114,83,63
PR45677,745,408,247,162,113,82,62
PR45678,2,2,2,2,2,2,2
PR45679,760,414,251,164,114,83,63
PR45680,2,2,2,2,2,2,2
PR45681,638,355,217,144,101,74,57
PR45682,2,2,2,2,2,2,1
PR45683,2,2,2,2,2,2,1
PR45684,1007,537,318,204,140,100,75
PR45685,3,3,3,3,2,2,2
PR45686,2,2,2,2,2,2,2
PR45687,3,3,3,3,2,2,2
PR45688,3,3,3,3,2,2,2
PR45689,251,152,100,69,52,39,32
PR45690,3,3,3,3,2,2,2
PR45691,3,3,3,3,2,2,2
PR45692,4,4,3,3,3,3,3
PR45693,4,4,3,3,3,3,3
PR45694,149,94,65,47,36,28,23
PR45695,3,3,3,3,2,2,2
PR45696,3,3,3,3,2,2,2
PR45697,3,3,3,3,2,2,2
PR45698,3,3,3,3,2,2,2
PR45699,4,4,3,3,3,3,3
PR45700,4,4,3,3,3,3,3
PR45701,3,3,3,3,2,2,2
PR45702,3,3,3,3,2,2,2
PR45703,3,3,3,3,2,2,2
PR45704,3,3,3,3,2,2,2
PR45705,4,4,3,3,3,3,3
PR45706,3,3,3,3,2,2,2
PR45707,3,3,3,3,2,2,2
PR45708,3,3,3,3,2,2,2
PR45709,3,3,3,3,2,2,2
PR45710,7,6,5,4,4,4,3
PR45711,252,152,100,70,52,40,32
PR45712,7,6,5,4,4,4,3
PR45713,3,3,3,2,2,2,2
PR45714,3,3,3,2,2,2,2
PR45715,7,6,5,4,4,4,3
PR45716,4,4,3,3,3,3,3
PR45717,149,94,65,47,36,28,23
PR45718,7,6,5,4,4,4,3
PR45719,3,3,3,3,2,2,2
PR45720,3,3,3,3,2,2,2
PR45721,4,4,3,3,3,3,3
PR45722,4,4,3,3,3,3,3
PR45723,4,4,3,3,3,3,3
PR45724,252,153,100,70,52,40,32
PR45725,4,4,3,3,3,3,3
PR45726,4,4,3,3,3,3,3
PR45727,3,3,3,3,2,2,2
PR45728,4,4,3,3,3,3,3
PR45729,3,3,3,2,2,2,2
PR45730,252,152,100,70,52,40,32
PR45731,4,4,3,3,3,3,3
PR45732,7,6,5,4,4,4,3
PR45733,4,4,3,3,3,3,3
PR45734,14,11,9,8,7,6,5
PR45735,7,6,5,4,4,4,3
PR45736,2530,1240,685,415,270,186,134
PR45737,7,6,5,4,4,4,3
PR45738,14,11,9,8,7,6,5
PR45739,7,6,5,4,4,4,3
PR45740,7,6,5,4,4,4,3
PR45741,7,6,5,4,4,4,3
